start_time,end_time,sentence,filename
197.500s,203.100s,I don't know like one a month one month and then do you do one a month?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
206.900s,212s,Oh and then what kind what are the themes around the podcast and talks?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
218.400s,222s,What's the real shit happening like attention?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
221.400s,223s,What's your like new?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
222.600s,224.900s,Where's your new North Star?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
224.400s,225.900s,How are you gonna get there?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
265.700s,270.900s,What does the product development team entail?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
270.200s,271.500s,What is that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
291.500s,299.700s,"You see my white teeth But the product development thing was something that I always just sat with chefs and I be like, what do you hate?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
299.500s,300.200s,What do you love?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
299.900s,301.700s,How can we make your product better?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
301.200s,304.100s,What would what sucks about a chef coat?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
377.400s,383.600s,"Yeah, but like how do you select the one that you're actually going to put the effort behind how do you decide what to focus?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
391s,393.300s,It's a it's like a blessing and a curse right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
483.800s,485.400s,What can we do better?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
485s,487s,What do we suck at?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
486.600s,490.200s,How wow how can we be better for you?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
489.800s,492.700s,"And then they're like, what do we suck at?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
501.700s,505.100s,And Andy were humans we make Takes what can we do better?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
519.400s,521.900s,"Yo, aren't you nervous to receive it?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
617.400s,618.200s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
755.200s,758.800s,But now there's a little bit of an ecosystem right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
762s,763.400s,What do you call it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
763.200s,765.300s,Culinary gear Chef gear?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
774.200s,776.900s,How did you convince yourself to do it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
801.700s,836.100s,"Yeah being there's a very large decision to make and is not a joke and I think that for me it was that Community factor and the fact that I was a young woman, I'm Mexican and American and to show other people that like, yeah, I could be 25 years old and I was going to go out in the world and make something out of nothing virtually nothing and create it with my own Blood Sweat and Tears and then build a team around it and then build a community around it and then just do everything that people don't expect me to do like people walk into Factory to this day and they're like, oh, where is the owner?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
845.800s,847.900s,Is this was your grandfather's business?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
849.700s,851.400s,Yes you what can I do for you?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
877.100s,883.700s,I was the only player and now there's so many players and then it's like do you welcome them in do you help them?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
883.400s,884.400s,Do you hate on them?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
898.100s,903.100s,What do you mean when you say you were the first of the pack to be in the space?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
951s,954.500s,Yeah gives you the part makes you feel The part right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
977s,979.200s,"They'd be like, what's that little red Ampersand?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1043.200s,1046.600s,"Is no blueprint or roadmap for a to do that ma'am, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1060.100s,1063.300s,Why would we need something like this?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1063s,1065.500s,Who cares about a branded apron?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1070.100s,1071.300s,Where is that street?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1071s,1071.900s,Where was the same way?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1091.500s,1103.400s,"Oh, yeah and David one of the partners was saying did you he's like, why are we built like this right as entrepreneurs and as Founders, why was it where we always?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1135.500s,1139.500s,And did you feel a lot of that growing up that I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1179.600s,1182s,So why are you trying to be like other people?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1303.100s,1307.600s,"Yeah, you're driving the car and if you hit a pothole you hit that pothole right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1348.200s,1358.900s,"I feel like in my 20s was when I finally took ownership in the book I talk about I had a mentor named Abe who gave me permission to follow my dream, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1408.500s,1410.300s,Why do you suck do you even practice?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1409.700s,1411.400s,When did you start practicing?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1417.500s,1419.900s,How's that going to make you successful person?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1419.500s,1421s,Is that Beyonce schedule? I,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1584s,1589.200s,I changed it to Ellen Marie Bennett because I looked around one day and I realized you know what?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1778.400s,1780.400s,Like what would you like to do?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1779.900s,1782.900s,And how do we work together to facilitate that well?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
1857.800s,1862.200s,But what about for you personally?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1JzoSQ130FNDaJ4mbvxtzx.json
153.100s,155.500s,Why don't you introduce yourself?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
173.100s,178s,"So like every time we do, It's fun because then like where are you now?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
177.600s,180.600s,now? Like how would you paint the profile of any cold now?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
317s,321.200s,"It was killing me creatively you were handling a lot of the business side of the brand, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
363.200s,369.300s,Do you think it would have helped if you had a figure like been?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
558s,563.700s,"So I took out my Etch-a-Sketch and and made the logo Oh, really you it came from the Etch-a-Sketch?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
644.700s,647.100s,"What do you want to focus on what I'm doing, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
646.500s,650s,And was that a scary moment for you or were you ready for that moment?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
663.400s,668.700s,"So, can you talk about when you first split off like how did you even know what to do?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
668.400s,671.900s,I think that's a question that most kids are wondering right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
719.500s,725.900s,"A lot of people knew you from your work from huff and they were like, oh, but I can get access to your brand and start bringing it in right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
731.100s,734s,When do you feel like it was really peaking?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
733.500s,735s,What year was that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
841.600s,843.300s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
842.700s,846.500s,Did you looking back now?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
850s,855.100s,Do you think it was a bad decision to expand it into doors like that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
884.900s,888.800s,Why did you never take on invest?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
888.400s,891s,"I'm sure people were knocking on the door, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
914s,916.100s,And do you have any regrets there?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
954.200s,958.200s,Why do you think they're so Central to the medium of streetwear?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
957.400s,962.400s,Why do you think they are really the core competency of what we do?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
973.700s,985s,"Yeah, you know right now like I barely wish we were at all because it's such a mass thing now and it tells the exact opposite message of why I started wearing Street, where what Was it that what was that?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
984.700s,988.800s,What was the philosophy that you held on to one when you were first getting to streetwear?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
988.400s,990.800s,"And this was in the early 2000s, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1056.600s,1076.900s,I mean people always when I had my store I was doing office hours where every Thursday I made myself a valve made myself available for people that you know budding Street web designers or creatives or business owners and a lot of their questions were always how do I get How do I how do I get a hundred thousand followers on Instagram?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1076.400s,1078.800s,How do I get into all these stores?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1153.400s,1160.900s,"Oh, I need a hundred thousand followers when Mike business has proven time and time again, you really only need a thousand a thousand dedicated followers, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1170.200s,1171.200s,point. Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1174.600s,1178.500s,And then was there a certain point where you realized?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1177.600s,1187.800s,This isn't going the way that it used to like things are starting to change or slow down or was it was it sharp or was it a gradual decline?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1264.300s,1265.400s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1296.400s,1297.500s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1305.800s,1312.700s,"Yeah, so you just try to keep your brain healthy, right, right, you know and you make sacrifices and that's totally fine, right? You",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1449.300s,1450.600s,Right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1463.100s,1480.400s,"Brand, but like you're not a streetwear brand you're not Escape ran like you are many gold like brands are people and the stories of like complicated designers and artists and entrepreneurs who go through ups and downs in their lives and come out on the other end with like great stories to tell and like you have a zillion stories to tell right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1545.500s,1548.800s,You're actually not going to make a lot of money right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1665.200s,1667.300s,"movie. You didn't know how to make write a book, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1682.600s,1689.500s,"Yeah saying curious right and constantly trying to Stage challenging myself, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1700s,1701.300s,Can you tell us where we are?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
1812.900s,1816.700s,What was it like when he sat your staff down and have that discussion?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\1sllmHwOicCeRnj7VxfphN.json
126.700s,138.100s,"I tell him this all the time but he gives me hope for the future that there are cultural beacons out there who are leading young people by positive and compassionate example, you know what I'm saying?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
176.300s,178.400s,Where did you grow up?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
185.100s,189.500s,Area is like all my stomping grounds what's life like out there?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
275.200s,279.200s,Like was your house one of those meeting grounds for your community?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
278.700s,283.400s,A lot of my friends houses were come what would you do at your friends houses when you'd show up there?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
354.600s,357.400s,"Um, what's ktt Kanita?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
365.100s,366.600s,"Emori, what's it called?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
406.100s,414.100s,"I just got one and then he was like, yo, do you like key help me use that laughs a studio and I was like you these with Ableton he's like, what are you talking about?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
466.800s,479.300s,So I was like yo like you can like come my parents basement and we can like work on music and stuff like that there so we like hung out made music and then did you feel like something magical was happening at that point like did it feel different?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
647.600s,658s,"John had a studio in his basement from their me, John and Mike start making music like every single day Romeo comes over when he's out of school whenever he has time Allah, you know what I'm saying?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
670.600s,676.300s,"What's going on in your mind at this moment in your life, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
677.800s,682.300s,Are you looking at the future you're saying to yourself?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_05MY8MyeaAbWqfUtyQ97bp\2PMbc44MqXj1Z2Cf4TJwY1.json
